data;curs;cdx
04.10.2006;34,1013;Евро
03.10.2006;33,9651;Евро
30.09.2006;33,9783;Евро
29.09.2006;34,0284;Евро
28.09.2006;33,9726;Евро
27.09.2006;34,0600;Евро
26.09.2006;34,1465;Евро
23.09.2006;34,1525;Евро
22.09.2006;34,0160;Евро
21.09.2006;33,9577;Евро
20.09.2006;34,0052;Евро
19.09.2006;33,9724;Евро
16.09.2006;34,0446;Евро
15.09.2006;33,9977;Евро
14.09.2006;34,0147;Евро
13.09.2006;34,0435;Евро
12.09.2006;33,9887;Евро
09.09.2006;34,0339;Евро
08.09.2006;34,1893;Евро
07.09.2006;34,1927;Евро
06.09.2006;34,1932;Евро
05.09.2006;34,3434;Евро
02.09.2006;34,2668;Евро
01.09.2006;34,3180;Евро
31.08.2006;34,3127;Евро
30.08.2006;34,3080;Евро
29.08.2006;34,2540;Евро
26.08.2006;34,2019;Евро
25.08.2006;34,2168;Евро
24.08.2006;34,2599;Евро
23.08.2006;34,3770;Евро
22.08.2006;34,4014;Евро
19.08.2006;34,3162;Евро
18.08.2006;34,3625;Евро
17.08.2006;34,2495;Евро
16.08.2006;34,1486;Евро
15.08.2006;34,1887;Евро
12.08.2006;34,2039;Евро
11.08.2006;34,3852;Евро
10.08.2006;34,3009;Евро
09.08.2006;34,2954;Евро
08.08.2006;34,3633;Евро
05.08.2006;34,2508;Евро
04.08.2006;34,2126;Евро
03.08.2006;34,3016;Евро
02.08.2006;34,1720;Евро
01.08.2006;34,2112;Евро
29.07.2006;34,1084;Евро
28.07.2006;34,1713;Евро
27.07.2006;33,9291;Евро
26.07.2006;34,0673;Евро
25.07.2006;34,0136;Евро
22.07.2006;34,0332;Евро
21.07.2006;33,9789;Евро
20.07.2006;33,8247;Евро
19.07.2006;33,8661;Евро
18.07.2006;34,0151;Евро
15.07.2006;34,1488;Евро
14.07.2006;34,2220;Евро
13.07.2006;34,3011;Евро
12.07.2006;34,2354;Евро
11.07.2006;34,3647;Евро
08.07.2006;34,3421;Евро
07.07.2006;34,2821;Евро
06.07.2006;34,3648;Евро
05.07.2006;34,3978;Евро
04.07.2006;34,3578;Евро
01.07.2006;34,2383;Евро
30.06.2006;33,9759;Евро
29.06.2006;34,0077;Евро
28.06.2006;34,0486;Евро
27.06.2006;33,9508;Евро
24.06.2006;34,0251;Евро
23.06.2006;34,1596;Евро
22.06.2006;34,0919;Евро
21.06.2006;34,0307;Евро
20.06.2006;34,0623;Евро
17.06.2006;34,1465;Евро
16.06.2006;34,1206;Евро
15.06.2006;34,0705;Евро
14.06.2006;34,0576;Евро
10.06.2006;34,1407;Евро
09.06.2006;34,3366;Евро
08.06.2006;34,3704;Евро
07.06.2006;34,5392;Евро
06.06.2006;34,5800;Евро
03.06.2006;34,4366;Евро
02.06.2006;34,5368;Евро
01.06.2006;34,7064;Евро
31.05.2006;34,6367;Евро
30.05.2006;34,4973;Евро
27.05.2006;34,5479;Евро
26.05.2006;34,5385;Евро
25.05.2006;34,5815;Евро
24.05.2006;34,6764;Евро
23.05.2006;34,4532;Евро
20.05.2006;34,5988;Евро
19.05.2006;34,5095;Евро
18.05.2006;34,7016;Евро
17.05.2006;34,6165;Евро
16.05.2006;34,7359;Евро
13.05.2006;34,6892;Евро
12.05.2006;34,4779;Евро
11.05.2006;34,5438;Евро
07.05.2006;34,4703;Евро
06.05.2006;34,4091;Евро
05.05.2006;34,2882;Евро
04.05.2006;34,3670;Евро
03.05.2006;34,2546;Евро
29.04.2006;34,1906;Евро
28.04.2006;34,0631;Евро
27.04.2006;34,0073;Евро
26.04.2006;33,9596;Евро
25.04.2006;33,9485;Евро
22.04.2006;33,8136;Евро
21.04.2006;33,8993;Евро
20.04.2006;33,9303;Евро
19.04.2006;33,7702;Евро
18.04.2006;33,6577;Евро
15.04.2006;33,5449;Евро
14.04.2006;33,5595;Евро
13.04.2006;33,6072;Евро
12.04.2006;33,5782;Евро
11.04.2006;33,5356;Евро
08.04.2006;33,6814;Евро
07.04.2006;33,8466;Евро
06.04.2006;33,8191;Евро
05.04.2006;33,6127;Евро
04.04.2006;33,4618;Евро
01.04.2006;33,6273;Евро
31.03.2006;33,4734;Евро
30.03.2006;33,3930;Евро
29.03.2006;33,3984;Евро
28.03.2006;33,4415;Евро
25.03.2006;33,3356;Евро
24.03.2006;33,5021;Евро
23.03.2006;33,5356;Евро
22.03.2006;33,6172;Евро
21.03.2006;33,6834;Евро
18.03.2006;33,6811;Евро
17.03.2006;33,5224;Евро
16.03.2006;33,4814;Евро
15.03.2006;33,5215;Евро
14.03.2006;33,4862;Евро
11.03.2006;33,3946;Евро
10.03.2006;33,4320;Евро
08.03.2006;33,4786;Евро
07.03.2006;33,6552;Евро
04.03.2006;33,5753;Евро
03.03.2006;33,4373;Евро
02.03.2006;33,4472;Евро
01.03.2006;33,3291;Евро
28.02.2006;33,3305;Евро
27.02.2006;33,4397;Евро
23.02.2006;33,5741;Евро
22.02.2006;33,5837;Евро
21.02.2006;33,6531;Евро
18.02.2006;33,5260;Евро
17.02.2006;33,5396;Евро
16.02.2006;33,5939;Евро
15.02.2006;33,5733;Евро
14.02.2006;33,6217;Евро
11.02.2006;33,8244;Евро
10.02.2006;33,8487;Евро
09.02.2006;33,8436;Евро
08.02.2006;33,8549;Евро
07.02.2006;33,9016;Евро
04.02.2006;34,0389;Евро
03.02.2006;33,9944;Евро
02.02.2006;34,1354;Евро
01.02.2006;34,0492;Евро
31.01.2006;34,0373;Евро
28.01.2006;34,1949;Евро
27.01.2006;34,2742;Евро
26.01.2006;34,3321;Евро
25.01.2006;34,3939;Евро
24.01.2006;34,3459;Евро
21.01.2006;34,1613;Евро
20.01.2006;34,2010;Евро
19.01.2006;34,2769;Евро
18.01.2006;34,2940;Евро
17.01.2006;34,3684;Евро
14.01.2006;34,3539;Евро
13.01.2006;34,4763;Евро
12.01.2006;34,3538;Евро
11.01.2006;34,3352;Евро
31.12.2005;34,1850;Евро
30.12.2005;34,1737;Евро
29.12.2005;34,2379;Евро
28.12.2005;34,1288;Евро
27.12.2005;34,1379;Евро
24.12.2005;34,1733;Евро
23.12.2005;34,1148;Евро
22.12.2005;34,1962;Евро
21.12.2005;34,3491;Евро
20.12.2005;34,4138;Евро
17.12.2005;34,3512;Евро
16.12.2005;34,4270;Евро
15.12.2005;34,4276;Евро
14.12.2005;34,3327;Евро
13.12.2005;34,1639;Евро
10.12.2005;34,1006;Евро
09.12.2005;34,0166;Евро
08.12.2005;33,9997;Евро
07.12.2005;34,0616;Евро
06.12.2005;33,9158;Евро
03.12.2005;33,9320;Евро
02.12.2005;33,9395;Евро
01.12.2005;33,9393;Евро
30.11.2005;33,9890;Евро
29.11.2005;33,7546;Евро
26.11.2005;33,8479;Евро
25.11.2005;33,9431;Евро
24.11.2005;33,9952;Евро
23.11.2005;33,8037;Евро
22.11.2005;33,8992;Евро
19.11.2005;33,7730;Евро
18.11.2005;33,6810;Евро
17.11.2005;33,7895;Евро
16.11.2005;33,7577;Евро
15.11.2005;33,8636;Евро
12.11.2005;33,8000;Евро
11.11.2005;33,9077;Евро
10.11.2005;33,9306;Евро
09.11.2005;33,8194;Евро
08.11.2005;33,9417;Евро
04.11.2005;34,4338;Евро
03.11.2005;34,3795;Евро
02.11.2005;34,2743;Евро
01.11.2005;34,3946;Евро
29.10.2005;34,5300;Евро
28.10.2005;34,4685;Евро
27.10.2005;34,4634;Евро
26.10.2005;34,1874;Евро
25.10.2005;34,2009;Евро
22.10.2005;34,4085;Евро
21.10.2005;34,2948;Евро
20.10.2005;34,1248;Евро
19.10.2005;34,3082;Евро
18.10.2005;34,4746;Евро
15.10.2005;34,3576;Евро
14.10.2005;34,2959;Евро
13.10.2005;34,2412;Евро
12.10.2005;34,3331;Евро
11.10.2005;34,5379;Евро
08.10.2005;34,6245;Евро
07.10.2005;34,3960;Евро
06.10.2005;34,1843;Евро
05.10.2005;34,1339;Евро
04.10.2005;34,2185;Евро
01.10.2005;34,3074;Евро
30.09.2005;34,3811;Евро
29.09.2005;34,3381;Евро
28.09.2005;34,2985;Евро
27.09.2005;34,3412;Евро
24.09.2005;34,5022;Евро
23.09.2005;34,6449;Евро
22.09.2005;34,6222;Евро
21.09.2005;34,5565;Евро
20.09.2005;34,4913;Евро
17.09.2005;34,7782;Евро
16.09.2005;34,6480;Евро
15.09.2005;34,7805;Евро
14.09.2005;34,8774;Евро
13.09.2005;34,9665;Евро
10.09.2005;35,1253;Евро
09.09.2005;35,1451;Евро
08.09.2005;35,2773;Евро
07.09.2005;35,2212;Евро
06.09.2005;35,3994;Евро
03.09.2005;35,3966;Евро
02.09.2005;35,1128;Евро
01.09.2005;34,8790;Евро
31.08.2005;34,8763;Евро
30.08.2005;35,0654;Евро
27.08.2005;35,0510;Евро
26.08.2005;35,0280;Евро
25.08.2005;34,7929;Евро
24.08.2005;34,9074;Евро
23.08.2005;34,8168;Евро
20.08.2005;34,7722;Евро
19.08.2005;34,9673;Евро
18.08.2005;35,0132;Евро
17.08.2005;35,1052;Евро
16.08.2005;35,1704;Евро
13.08.2005;35,3081;Евро
12.08.2005;35,1925;Евро
11.08.2005;35,1563;Евро
10.08.2005;35,1872;Евро
09.08.2005;35,0695;Евро
06.08.2005;35,1576;Евро
05.08.2005;35,1168;Евро
04.08.2005;34,8769;Евро
03.08.2005;34,8879;Евро
02.08.2005;34,8173;Евро
30.07.2005;34,7160;Евро
29.07.2005;34,5844;Евро
28.07.2005;34,4621;Евро
27.07.2005;34,5557;Евро
26.07.2005;34,5483;Евро
23.07.2005;34,8037;Евро
22.07.2005;34,7562;Евро
21.07.2005;34,5899;Евро
20.07.2005;34,4674;Евро
19.07.2005;34,5992;Евро
16.07.2005;34,7101;Евро
15.07.2005;34,6165;Евро
14.07.2005;34,8641;Евро
13.07.2005;34,7844;Евро
12.07.2005;34,4987;Евро
09.07.2005;34,3655;Евро
08.07.2005;34,3839;Евро
07.07.2005;34,3920;Евро
06.07.2005;34,2770;Евро
05.07.2005;34,3561;Евро
02.07.2005;34,5415;Евро
01.07.2005;34,6258;Евро
30.06.2005;34,5241;Евро
29.06.2005;34,6981;Евро
28.06.2005;34,7107;Евро
25.06.2005;34,5148;Евро
24.06.2005;34,6694;Евро
23.06.2005;34,7773;Евро
22.06.2005;34,6593;Евро
21.06.2005;34,8154;Евро
18.06.2005;34,6153;Евро
17.06.2005;34,5488;Евро
16.06.2005;34,4744;Евро
15.06.2005;34,6503;Евро
11.06.2005;34,7925;Евро
10.06.2005;34,7606;Евро
09.06.2005;34,9429;Евро
08.06.2005;34,9199;Евро
07.06.2005;34,8483;Евро
04.06.2005;34,8004;Евро
03.06.2005;34,7197;Евро
02.06.2005;34,8741;Евро
01.06.2005;34,9134;Евро
31.05.2005;35,1963;Евро
28.05.2005;35,1859;Евро
27.05.2005;35,2229;Евро
26.05.2005;35,2786;Евро
25.05.2005;35,2848;Евро
24.05.2005;35,2233;Евро
21.05.2005;35,3397;Евро
20.05.2005;35,4459;Евро
19.05.2005;35,3457;Евро
18.05.2005;35,3578;Евро
17.05.2005;35,2885;Евро
14.05.2005;35,4045;Евро
13.05.2005;35,6121;Евро
12.05.2005;35,8298;Евро
07.05.2005;35,9540;Евро
06.05.2005;36,0087;Евро
05.05.2005;35,9820;Евро
04.05.2005;35,7642;Евро
30.04.2005;36,0072;Евро
29.04.2005;35,9237;Евро
28.04.2005;35,9275;Евро
27.04.2005;36,0890;Евро
26.04.2005;36,1618;Евро
23.04.2005;36,1882;Евро
22.04.2005;36,2801;Евро
21.04.2005;36,2160;Евро
20.04.2005;36,1416;Евро
19.04.2005;35,9296;Евро
16.04.2005;35,7215;Евро
15.04.2005;35,8216;Евро
14.04.2005;35,9417;Евро
13.04.2005;36,0640;Евро
12.04.2005;35,9367;Евро
09.04.2005;35,7435;Евро
08.04.2005;35,9202;Евро
07.04.2005;35,8988;Евро
06.04.2005;35,8155;Евро
05.04.2005;35,9480;Евро
02.04.2005;36,1532;Евро
01.04.2005;36,0274;Евро
31.03.2005;36,0564;Евро
30.03.2005;35,9942;Евро
29.03.2005;35,9126;Евро
26.03.2005;35,8888;Евро
25.03.2005;36,0255;Евро
24.03.2005;36,1451;Евро
23.03.2005;36,3291;Евро
22.03.2005;36,4520;Евро
19.03.2005;36,7004;Евро
18.03.2005;36,8198;Евро
17.03.2005;36,6648;Евро
16.03.2005;36,7269;Евро
15.03.2005;36,8769;Евро
12.03.2005;36,8772;Евро
11.03.2005;36,9030;Евро
10.03.2005;36,7848;Евро
06.03.2005;36,6487;Евро
05.03.2005;36,3771;Евро
04.03.2005;36,4078;Евро
03.03.2005;36,4713;Евро
02.03.2005;36,5511;Евро
01.03.2005;36,7200;Евро
26.02.2005;36,6281;Евро
25.02.2005;36,7205;Евро
23.02.2005;36,6648;Евро
22.02.2005;36,4907;Евро
19.02.2005;36,5066;Евро
18.02.2005;36,5453;Евро
17.02.2005;36,4749;Евро
16.02.2005;36,3428;Евро
15.02.2005;36,2856;Евро
12.02.2005;36,1302;Евро
11.02.2005;36,0025;Евро
10.02.2005;35,9737;Евро
09.02.2005;35,9781;Евро
08.02.2005;36,1305;Евро
05.02.2005;36,2831;Евро
04.02.2005;36,4667;Евро
03.02.2005;36,5606;Евро
02.02.2005;36,4643;Евро
01.02.2005;36,5899;Евро
29.01.2005;36,6250;Евро
28.01.2005;36,6665;Евро
27.01.2005;36,4901;Евро
26.01.2005;36,4780;Евро
25.01.2005;36,6165;Евро
22.01.2005;36,4744;Евро
21.01.2005;36,6213;Евро
20.01.2005;36,6495;Евро
19.01.2005;36,6705;Евро
18.01.2005;36,6924;Евро
15.01.2005;36,6971;Евро
14.01.2005;36,9414;Евро
13.01.2005;36,5953;Евро
12.01.2005;36,7299;Евро
01.01.2005;37,8409;Евро
31.12.2004;37,8104;Евро
30.12.2004;37,8409;Евро
29.12.2004;37,8323;Евро
28.12.2004;37,6330;Евро
25.12.2004;37,5973;Евро
24.12.2004;37,3979;Евро
23.12.2004;37,2039;Евро
22.12.2004;37,3541;Евро
21.12.2004;37,1880;Евро
18.12.2004;36,9577;Евро
17.12.2004;37,3714;Евро
16.12.2004;37,2072;Евро
15.12.2004;37,2424;Евро
11.12.2004;37,2788;Евро
10.12.2004;37,3238;Евро
09.12.2004;37,3663;Евро
08.12.2004;37,4795;Евро
07.12.2004;37,3755;Евро
04.12.2004;37,0537;Евро
03.12.2004;37,4238;Евро
02.12.2004;37,3062;Евро
01.12.2004;37,3264;Евро
30.11.2004;37,4165;Евро
27.11.2004;37,5597;Евро
26.11.2004;37,3293;Евро
25.11.2004;37,2229;Евро
24.11.2004;37,1210;Евро
23.11.2004;37,1769;Евро
20.11.2004;37,0349;Евро
19.11.2004;37,2544;Евро
18.11.2004;37,2091;Евро
17.11.2004;37,1455;Евро
16.11.2004;37,2189;Евро
13.11.2004;37,0353;Евро
12.11.2004;36,9800;Евро
11.11.2004;36,9838;Евро
10.11.2004;37,0676;Евро
06.11.2004;36,9359;Евро
05.11.2004;36,8969;Евро
04.11.2004;36,6009;Евро
03.11.2004;36,6140;Евро
02.11.2004;36,7819;Евро
30.10.2004;36,6472;Евро
29.10.2004;36,6290;Евро
28.10.2004;36,6986;Евро
27.10.2004;36,8383;Евро
26.10.2004;36,8635;Евро
23.10.2004;36,6546;Евро
22.10.2004;36,6650;Евро
21.10.2004;36,4491;Евро
20.10.2004;36,3153;Евро
19.10.2004;36,3552;Евро
16.10.2004;36,0998;Евро
15.10.2004;35,9750;Евро
14.10.2004;35,8670;Евро
13.10.2004;35,9573;Евро
12.10.2004;35,9197;Евро
09.10.2004;36,0597;Евро
08.10.2004;35,9411;Евро
07.10.2004;35,9980;Евро
06.10.2004;35,8926;Евро
05.10.2004;36,1401;Евро
02.10.2004;36,3203;Евро
01.10.2004;36,0312;Евро
30.09.2004;35,9896;Евро
29.09.2004;35,9052;Евро
28.09.2004;35,8690;Евро
25.09.2004;35,8674;Евро
24.09.2004;35,8317;Евро
23.09.2004;35,9693;Евро
22.09.2004;35,5769;Евро
21.09.2004;35,5347;Евро
18.09.2004;35,6443;Евро
17.09.2004;35,5153;Евро
16.09.2004;35,7622;Евро
15.09.2004;35,8775;Евро
14.09.2004;35,8469;Евро
11.09.2004;35,7436;Евро
10.09.2004;35,6217;Евро
09.09.2004;35,2703;Евро
08.09.2004;35,3196;Евро
07.09.2004;35,2343;Евро
04.09.2004;35,5708;Евро
03.09.2004;35,5931;Евро
02.09.2004;35,6270;Евро
01.09.2004;35,3713;Евро
31.08.2004;35,1463;Евро
28.08.2004;35,4634;Евро
27.08.2004;35,2688;Евро
26.08.2004;35,3154;Евро
25.08.2004;35,5120;Евро
24.08.2004;35,9583;Евро
21.08.2004;36,1421;Евро
20.08.2004;36,0788;Евро
19.08.2004;36,1246;Евро
18.08.2004;36,1100;Евро
17.08.2004;36,1224;Евро
14.08.2004;35,7210;Евро
13.08.2004;35,8338;Евро
12.08.2004;35,8014;Евро
11.08.2004;35,9190;Евро
10.08.2004;35,9296;Евро
07.08.2004;35,2507;Евро
06.08.2004;35,1951;Евро
05.08.2004;35,0846;Евро
04.08.2004;35,0574;Евро
03.08.2004;35,1609;Евро
31.07.2004;35,0532;Евро
30.07.2004;35,1542;Евро
29.07.2004;35,1198;Евро
28.07.2004;35,2837;Евро
27.07.2004;35,2401;Евро
24.07.2004;35,5627;Евро
23.07.2004;35,6632;Евро
22.07.2004;35,8396;Евро
21.07.2004;36,2065;Евро
20.07.2004;36,1936;Евро
17.07.2004;35,9650;Евро
16.07.2004;35,9450;Евро
15.07.2004;35,8878;Евро
14.07.2004;35,9953;Евро
13.07.2004;36,1339;Евро
10.07.2004;36,1139;Евро
09.07.2004;35,9525;Евро
08.07.2004;35,9084;Евро
07.07.2004;35,7717;Евро
06.07.2004;35,7312;Евро
03.07.2004;35,3341;Евро
02.07.2004;35,3344;Евро
01.07.2004;35,0889;Евро
30.06.2004;35,2915;Евро
29.06.2004;35,3283;Евро
26.06.2004;35,2951;Евро
25.06.2004;35,0264;Евро
24.06.2004;35,3719;Евро
23.06.2004;35,0888;Евро
22.06.2004;35,1684;Евро
19.06.2004;34,7931;Евро
18.06.2004;34,9335;Евро
17.06.2004;35,3056;Евро
16.06.2004;35,0184;Евро
12.06.2004;34,8954;Евро
11.06.2004;35,0193;Евро
10.06.2004;35,5518;Евро
09.06.2004;35,8130;Евро
08.06.2004;35,7851;Евро
05.06.2004;35,4719;Евро
04.06.2004;35,5139;Евро
03.06.2004;35,6951;Евро
02.06.2004;35,5054;Евро
01.06.2004;35,3907;Евро
29.05.2004;35,6052;Евро
28.05.2004;35,2689;Евро
27.05.2004;35,0968;Евро
26.05.2004;34,8991;Евро
25.05.2004;34,6392;Евро
22.05.2004;34,7981;Евро
21.05.2004;34,5624;Евро
20.05.2004;34,8286;Евро
19.05.2004;34,7516;Евро
18.05.2004;34,7855;Евро
15.05.2004;34,3850;Евро
14.05.2004;34,5030;Евро
13.05.2004;34,4636;Евро
12.05.2004;34,4356;Евро
08.05.2004;34,9057;Евро
07.05.2004;35,1182;Евро
06.05.2004;35,0268;Евро
01.05.2004;34,6289;Евро
30.04.2004;34,1431;Евро
29.04.2004;34,3275;Евро
28.04.2004;34,2254;Евро
27.04.2004;34,2007;Евро
24.04.2004;34,5230;Евро
23.04.2004;34,2746;Евро
22.04.2004;34,2486;Евро
21.04.2004;34,3325;Евро
20.04.2004;34,5178;Евро
17.04.2004;34,3181;Евро
16.04.2004;34,2066;Евро
15.04.2004;34,1175;Евро
14.04.2004;34,4071;Евро
13.04.2004;34,4412;Евро
10.04.2004;34,4815;Евро
09.04.2004;34,7881;Евро
08.04.2004;34,4038;Евро
07.04.2004;34,2977;Евро
06.04.2004;34,5002;Евро
03.04.2004;35,1921;Евро
02.04.2004;34,9639;Евро
01.04.2004;34,9082;Евро
31.03.2004;34,8005;Евро
30.03.2004;34,4370;Евро
27.03.2004;34,4519;Евро
26.03.2004;34,5338;Евро
25.03.2004;35,0710;Евро
24.03.2004;35,2309;Евро
23.03.2004;34,9701;Евро
20.03.2004;35,3342;Евро
19.03.2004;35,0585;Евро
18.03.2004;35,0141;Евро
17.03.2004;35,1127;Евро
16.03.2004;34,9374;Евро
13.03.2004;35,0053;Евро
12.03.2004;34,9014;Евро
11.03.2004;35,0623;Евро
10.03.2004;35,4923;Евро
06.03.2004;34,9482;Евро
05.03.2004;34,9517;Евро
04.03.2004;34,8935;Евро
03.03.2004;35,4083;Евро
02.03.2004;35,7593;Евро
28.02.2004;35,5076;Евро
27.02.2004;35,6273;Евро
26.02.2004;36,1745;Евро
25.02.2004;35,7417;Евро
21.02.2004;36,1439;Евро
20.02.2004;36,1812;Евро
19.02.2004;36,7315;Евро
18.02.2004;36,5584;Евро
17.02.2004;36,3054;Евро
14.02.2004;36,5601;Евро
13.02.2004;36,5857;Евро
12.02.2004;36,1576;Евро
11.02.2004;36,4206;Евро
10.02.2004;36,3012;Евро
07.02.2004;35,8894;Евро
06.02.2004;35,7329;Евро
05.02.2004;35,7914;Евро
04.02.2004;35,8186;Евро
03.02.2004;35,5281;Евро
31.01.2004;35,3635;Евро
30.01.2004;35,6060;Евро
29.01.2004;35,9253;Евро
28.01.2004;35,5198;Евро
27.01.2004;35,7429;Евро
24.01.2004;36,3716;Евро
23.01.2004;36,3462;Евро
22.01.2004;36,2884;Евро
21.01.2004;35,7024;Евро
20.01.2004;35,7648;Евро
17.01.2004;36,2900;Евро
16.01.2004;36,5846;Евро
15.01.2004;36,7648;Евро
14.01.2004;36,8474;Евро
13.01.2004;37,1600;Евро
10.01.2004;36,9269;Евро
09.01.2004;36,7305;Евро
07.01.2004;37,1587;Евро
06.01.2004;37,3483;Евро
01.01.2004;37,0979;Евро
31.12.2003;36,8240;Евро
30.12.2003;36,6915;Евро
27.12.2003;36,4730;Евро
26.12.2003;36,4305;Евро
25.12.2003;36,3047;Евро
24.12.2003;36,2813;Евро
23.12.2003;36,2942;Евро
20.12.2003;36,3369;Евро
19.12.2003;36,2965;Евро
18.12.2003;36,0182;Евро
17.12.2003;36,1582;Евро
16.12.2003;35,9039;Евро
12.12.2003;35,8660;Евро
11.12.2003;35,9885;Евро
10.12.2003;36,1609;Евро
09.12.2003;35,9537;Евро
06.12.2003;35,8194;Евро
05.12.2003;35,8690;Евро
04.12.2003;35,9013;Евро
03.12.2003;35,5741;Евро
02.12.2003;35,6624;Евро
29.11.2003;35,5021;Евро
28.11.2003;35,4731;Евро
27.11.2003;35,1836;Евро
26.11.2003;35,0617;Евро
25.11.2003;35,4032;Евро
22.11.2003;35,4476;Евро
21.11.2003;35,4809;Евро
20.11.2003;35,6500;Евро
19.11.2003;35,0453;Евро
18.11.2003;35,1339;Евро
15.11.2003;35,1203;Евро
14.11.2003;34,8455;Евро
13.11.2003;34,4877;Евро
12.11.2003;34,1792;Евро
11.11.2003;34,3814;Евро
07.11.2003;34,1369;Евро
06.11.2003;34,2574;Евро
05.11.2003;34,2115;Евро
04.11.2003;34,6813;Евро
01.11.2003;34,7992;Евро
31.10.2003;34,8657;Евро
30.10.2003;34,9269;Евро
29.10.2003;35,0940;Евро
28.10.2003;35,3435;Евро
25.10.2003;35,3184;Евро
24.10.2003;35,3805;Евро
23.10.2003;34,9981;Евро
22.10.2003;34,8288;Евро
21.10.2003;34,9558;Евро
18.10.2003;34,8288;Евро
17.10.2003;35,0389;Евро
16.10.2003;35,3319;Евро
15.10.2003;35,0754;Евро
14.10.2003;35,2427;Евро
11.10.2003;35,4233;Евро
10.10.2003;35,8617;Евро
09.10.2003;35,8665;Евро
08.10.2003;35,5985;Евро
07.10.2003;35,1543;Евро
04.10.2003;35,6005;Евро
03.10.2003;35,7629;Евро
02.10.2003;35,7141;Евро
01.10.2003;35,6043;Евро
30.09.2003;35,0751;Евро
27.09.2003;34,9985;Евро
26.09.2003;35,0582;Евро
25.09.2003;34,8299;Евро
24.09.2003;35,0260;Евро
23.09.2003;34,8694;Евро
20.09.2003;34,4044;Евро
19.09.2003;34,5427;Евро
18.09.2003;34,2389;Евро
17.09.2003;34,6304;Евро
16.09.2003;34,5690;Евро
13.09.2003;34,2921;Евро
12.09.2003;34,4732;Евро
11.09.2003;34,3983;Евро
10.09.2003;34,0449;Евро
09.09.2003;34,0078;Евро
06.09.2003;33,6056;Евро
05.09.2003;33,2195;Евро
04.09.2003;33,0370;Евро
03.09.2003;33,3382;Евро
02.09.2003;33,6340;Евро
30.08.2003;33,2001;Евро
29.08.2003;33,0903;Евро
28.08.2003;33,0387;Евро
27.08.2003;32,9538;Евро
26.08.2003;32,9679;Евро
23.08.2003;33,0500;Евро
22.08.2003;33,5426;Евро
21.08.2003;33,6967;Евро
20.08.2003;33,7253;Евро
19.08.2003;34,0606;Евро
16.08.2003;34,1534;Евро
15.08.2003;34,3321;Евро
14.08.2003;34,2054;Евро
13.08.2003;34,5016;Евро
12.08.2003;34,2858;Евро
09.08.2003;34,5470;Евро
08.08.2003;34,3706;Евро
07.08.2003;34,5820;Евро
06.08.2003;34,4208;Евро
05.08.2003;34,1993;Евро
02.08.2003;34,0122;Евро
01.08.2003;34,3395;Евро
31.07.2003;34,6291;Евро
30.07.2003;34,8180;Евро
29.07.2003;34,6688;Евро
26.07.2003;34,7460;Евро
25.07.2003;34,8544;Евро
24.07.2003;34,4589;Евро
23.07.2003;34,3151;Евро
22.07.2003;34,2544;Евро
19.07.2003;34,2051;Евро
18.07.2003;34,2301;Евро
17.07.2003;34,0484;Евро
16.07.2003;34,4892;Евро
15.07.2003;34,3715;Евро
12.07.2003;34,4154;Евро
11.07.2003;34,4877;Евро
10.07.2003;34,4786;Евро
09.07.2003;34,4253;Евро
08.07.2003;34,6951;Евро
05.07.2003;34,7342;Евро
04.07.2003;34,9038;Евро
03.07.2003;34,9976;Евро
02.07.2003;34,9303;Евро
01.07.2003;34,7223;Евро
28.06.2003;34,7124;Евро
27.06.2003;34,9300;Евро
26.06.2003;34,9142;Евро
25.06.2003;35,0616;Евро
24.06.2003;35,1719;Евро
22.06.2003;35,2112;Евро
21.06.2003;35,6001;Евро
20.06.2003;35,3631;Евро
19.06.2003;35,8119;Евро
18.06.2003;36,0313;Евро
17.06.2003;36,1788;Евро
12.06.2003;35,7726;Евро
11.06.2003;35,8548;Евро
10.06.2003;35,5971;Евро
07.06.2003;36,2449;Евро
06.06.2003;35,7323;Евро
05.06.2003;36,0537;Евро
04.06.2003;36,1380;Евро
03.06.2003;35,9101;Евро
31.05.2003;36,4669;Евро
30.05.2003;36,0178;Евро
29.05.2003;36,2218;Евро
28.05.2003;36,3663;Евро
27.05.2003;36,3049;Евро
24.05.2003;36,0051;Евро
23.05.2003;35,9157;Евро
22.05.2003;36,1940;Евро
21.05.2003;36,0425;Евро
20.05.2003;36,1567;Евро
17.05.2003;35,2025;Евро
16.05.2003;35,4349;Евро
15.05.2003;35,5880;Евро
14.05.2003;35,6860;Евро
13.05.2003;35,8510;Евро
09.05.2003;35,2520;Евро
08.05.2003;35,4892;Евро
07.05.2003;35,1389;Евро
06.05.2003;34,8780;Евро
01.05.2003;34,5513;Евро
30.04.2003;34,1447;Евро
29.04.2003;34,4246;Евро
26.04.2003;34,3033;Евро
25.04.2003;34,2629;Евро
24.04.2003;34,1326;Евро
23.04.2003;33,8582;Евро
22.04.2003;33,8392;Евро
19.04.2003;33,9658;Евро
18.04.2003;34,1174;Евро
17.04.2003;33,7294;Евро
16.04.2003;33,5625;Евро
15.04.2003;33,6083;Евро
12.04.2003;33,7251;Евро
11.04.2003;33,7511;Евро
10.04.2003;33,6376;Евро
09.04.2003;33,4586;Евро
08.04.2003;33,1941;Евро
05.04.2003;33,5685;Евро
04.04.2003;33,7064;Евро
03.04.2003;33,9954;Евро
